FGSM,idc,0.684176067687349
FGSM,lsa,0.5070004029008863
FGSM,dsa,0.5
FGSM,None,0.6807010475423045
FGSM,nc,0.5295628525382756
FGSM,kmnc,0.6194601128122482
FGSM,tknp,0.5108783239323127
FGSM,tknc,0.530066478646253
FGSM,snac,0.5036261079774376
FGSM,nbc,0.5036261079774376
DF,idc,0.65959911361805
DF,lsa,0.6405620467365029
DF,dsa,0.939867042707494
DF,None,0.9810636583400484
DF,nc,0.8269540692989524
DF,kmnc,0.9766317485898469
DF,tknp,0.7481365834004835
DF,tknc,0.8644238517324738
DF,snac,0.8951954069298953
DF,nbc,0.8953968573730863
CW_Linf,idc,0.5034750201450443
CW_Linf,lsa,0.4975825946817083
CW_Linf,dsa,0.49637389202256244
CW_Linf,None,0.5297139403706688
CW_Linf,nc,0.5246273166800967
CW_Linf,kmnc,0.5301672038678485
CW_Linf,tknp,0.5036764705882353
CW_Linf,tknc,0.5031224818694601
CW_Linf,snac,0.5036261079774376
CW_Linf,nbc,0.5036261079774376
FGSM,idc,0.684176067687349
FGSM,lsa,0.5070004029008863
FGSM,dsa,0.5
FGSM,None,0.6807010475423045
FGSM,nc,0.5295628525382756
FGSM,kmnc,0.6194601128122482
FGSM,tknc,0.530066478646253
FGSM,snac,0.5036261079774376
FGSM,nbc,0.5036261079774376
DF,idc,0.65959911361805
DF,lsa,0.6405620467365029
DF,dsa,0.939867042707494
DF,None,0.9810636583400484
DF,nc,0.8269540692989524
DF,kmnc,0.9766317485898469
DF,tknc,0.8644238517324738
DF,snac,0.8951954069298953
DF,nbc,0.8953968573730863
CW_Linf,idc,0.5034750201450443
CW_Linf,lsa,0.4975825946817083
CW_Linf,dsa,0.49637389202256244
CW_Linf,None,0.5297139403706688
CW_Linf,nc,0.5246273166800967
CW_Linf,kmnc,0.5301672038678485
CW_Linf,tknc,0.5031224818694601
CW_Linf,snac,0.5036261079774376
CW_Linf,nbc,0.5036261079774376
