FGSM,idc,0.6322827125119389
FGSM,lsa,0.6422862313376565
FGSM,dsa,0.5009802443070427
FGSM,None,0.7255818629668728
FGSM,nc,0.526516865228975
FGSM,kmnc,0.6019202734630272
FGSM,idc,0.6330870155331021
FGSM,lsa,0.6422862313376565
FGSM,dsa,0.5009802443070427
FGSM,None,0.7255818629668728
FGSM,nc,0.526516865228975
FGSM,kmnc,0.6019202734630272
FGSM,tknc,0.5383300658523098
FGSM,snac,0.5026893882270145
FGSM,nbc,0.5026893882270145
DF,idc,0.6301714170813855
DF,lsa,0.7996782787915347
DF,dsa,0.9745639169557131
DF,None,0.9819534509626502
DF,nc,0.9369124817775096
DF,kmnc,0.9776805911627205
DF,tknc,0.9396772734127583
DF,snac,0.8998642738651788
DF,nbc,0.8999648117428241
CW_Linf,idc,0.5023877745940784
CW_Linf,lsa,0.4983159905494395
CW_Linf,dsa,0.49731061177298547
CW_Linf,None,0.5084703161916252
CW_Linf,nc,0.5071130548434123
CW_Linf,kmnc,0.5102297290504197
CW_Linf,tknc,0.5025888503493692
CW_Linf,snac,0.5026893882270145
CW_Linf,nbc,0.5026893882270145
