,model,choosed num,nc 0.75_corr,nc 0.75_p,kmnc 10_corr,kmnc 10_p,snac NONE_corr,snac NONE_p,nbc NONE_corr,nbc NONE_p,tknc 1_corr,tknc 1_p,dsa 10_corr,dsa 10_p,dsa 1000_corr,dsa 1000_p,lsa 10_corr,lsa 10_p,lsa 1000_corr,lsa 1000_p,idc 6_corr,idc 6_p,idc 8_corr,idc 8_p
61,resnet20_cifar10,250,0.0541444638180985,0.35000463265588727,0.2559874333667268,7.110155920050662e-06,0.2800123180345504,8.279825535151073e-07,0.24958930367431248,1.2177133366774742e-05,0.08482219994726226,0.14273741714913146,0.16320306479285662,0.004597160535750052,0.21861265733133484,0.00013511441733010093,0.44640808840248036,4.243327876693919e-16,0.13058578331738968,0.023693422338192303,-0.04310575430199897,0.45697175821999264,-0.04310575430199897,0.45697175821999264
62,resnet20_cifar10,300,0.026101259007337622,0.6525110990512438,0.17395195203731384,0.002499172689058781,0.42224475372797554,2.1158549677434868e-14,0.40363461756600705,3.4957597134412767e-13,0.041286731947713554,0.47620122708585866,0.22024834878538294,0.00011995259710055945,0.16188907051085477,0.004940929028125124,0.3771761859351058,1.4107337904212632e-11,0.24242809511971403,2.186514084465968e-05,0.05748408708009424,0.32104250386463307,0.05748408708009424,0.32104250386463307
63,resnet20_cifar10,350,-0.09147146957468494,0.11387016736568353,-0.08645690974672463,0.13516911354946926,0.08128532584924482,0.16021451007186197,0.15947656185391756,0.005632825528101537,0.023823731088507574,0.681090990637648,0.08868128757226117,0.12537107005638257,0.1604349608988452,0.005348173308977442,0.3828568874411682,6.556617555419906e-12,0.1546470392512827,0.007284600578157338,-0.008414283732496277,0.884605214539675,-0.008414283732496277,0.884605214539675
64,resnet20_cifar10,400,-0.007678857755009814,0.8946296095662755,0.24453484734676445,1.8440180768600297e-05,0.09360553808093161,0.1056450154471172,0.06385192586303691,0.27026340313691927,0.17218832342444448,0.002768662674988065,0.3108149711325057,3.846364274241315e-08,0.1791290534886699,0.0018401611136785818,0.29106161373294764,2.8694950693505557e-07,0.297662274647638,1.4907022813327352e-07,-0.01902129442639614,0.7428263839061273,-0.01902129442639614,0.7428263839061273
65,resnet20_cifar10,450,-0.09982391231399597,0.08433002038308052,0.11729310788329667,0.04234560123339056,0.40113533356974285,5.028471760937734e-13,0.22673316713186847,7.418005793227086e-05,0.19467713587033889,0.0006980994529984441,0.025060802388557225,0.6655076506061534,0.2592984578855172,5.3518819452115876e-06,0.3489811021201791,5.106297645805054e-10,0.17543363200254303,0.002291466328881758,-0.061389481653586785,0.28920919156517316,-0.061389481653586785,0.28920919156517316
66,resnet20_cifar10,500,0.17151710987369218,0.002877981513844217,0.20258771268278225,0.0004140599831535338,0.35655411444206203,2.015282911941281e-10,0.4303655806608656,5.8874343546344145e-15,0.029741912188285077,0.6078757779099971,0.13321581412248215,0.020997507077408203,0.16724402100668576,0.0036708060299075838,0.34916235432522463,4.995363526234883e-10,0.29773634386607994,1.4796486870115748e-07,nan,nan,nan,nan
67,resnet20_cifar10,550,0.10527813416267759,0.06861875540212732,0.0739033028737324,0.2017982052042239,0.30827622048643244,5.0220399947815694e-08,0.16120892714991675,0.005127805549083189,0.009555275352716493,0.86908954351529,0.14989828252316253,0.009317410307193854,0.16028251831470847,0.005392567520473942,0.4136102855115327,7.943518309846417e-14,0.22758091797177682,6.959082786516011e-05,nan,nan,nan,nan
68,resnet20_cifar10,600,-0.07113707300748356,0.21924301415962275,-0.03834120747913593,0.5082531617651583,0.2141222053366555,0.00018648680264293695,0.2825507122918817,6.516830035666154e-07,-0.11150942799556463,0.05368641744957638,0.3271199469667562,6.52747176928043e-09,0.1765280225169161,0.002148290295531516,0.3766587949258904,1.5115886958358393e-11,0.19674611533946276,0.0006101252602864714,nan,nan,nan,nan
69,resnet20_cifar10,650,0.22117671932508173,0.00011207279223947494,0.26753117826343614,2.596690444010992e-06,0.3868628303130526,3.785490729244172e-12,0.2818267523050239,6.979086080116489e-07,0.23070254788630898,5.4893816553385384e-05,0.44644646470165933,4.216006791155213e-16,0.18111057643640785,0.0016331486799408498,0.4306793991924806,5.5995933337770575e-15,0.3229678493120928,1.0358232421812836e-08,nan,nan,nan,nan
70,resnet20_cifar10,700,-0.290773124648435,2.951705920022557e-07,-0.20569074540215762,0.000335509825411381,-0.15121150801693226,0.008710125813611367,-0.1347492556216594,0.01955175579405628,0.11326063405413457,0.050012997433938805,0.14895056554330005,0.009778731429098906,0.17253812748055572,0.0027131994452580634,0.4225814120628181,2.0079363584417166e-14,0.11880913721180883,0.03973114266463878,nan,nan,nan,nan
71,resnet20_cifar10,750,0.2755379694574751,1.2554721820474686e-06,0.1363418625010019,0.018142589189645304,0.3841817484858026,5.471948045292628e-12,0.23105558393985104,5.342962968481964e-05,0.06354079272224049,0.2726093555112664,0.16689249214804394,0.003744103520603564,0.13843493315739752,0.016425692131057004,0.41306600952333644,8.623408451635813e-14,0.21181568047608426,0.000219491718555642,nan,nan,nan,nan
72,resnet20_cifar10,800,-0.06387787337248027,0.27006838231809044,0.15011245166364998,0.009215874857035724,0.42855657600210895,7.85195467791083e-15,0.5048732147009709,8.267705358155895e-21,0.20674957463584476,0.0003120497598995131,0.2644414864994407,3.4160660852246237e-06,0.14687761572300034,0.0108590052982005,0.41538907543899145,6.067340922781421e-14,0.22322758984564298,9.635441337924485e-05,nan,nan,nan,nan
73,resnet20_cifar10,850,0.19606574746190905,0.000637853157342547,0.10977006194304076,0.05755414228757636,0.2459729458242196,1.640134053641458e-05,-0.19492557758911616,0.0006869481461413736,0.20984927970928777,0.0002518595624826599,0.05876109875415365,0.3103919298833098,0.22839145218384163,6.545409802977867e-05,0.37253747703338386,2.6086931227473346e-11,0.23666146287543485,3.458553841354113e-05,nan,nan,nan,nan
74,resnet20_cifar10,900,-0.3646663939336353,7.24128561780978e-11,0.13298938329802373,0.021218657221679368,0.3943090912117916,1.336595587853604e-12,0.2918060499436164,2.6673899869293874e-07,0.3278312992590729,6.026755828003533e-09,0.3182915364403802,1.7279923643269912e-08,0.20950933466800348,0.0002578878530754388,0.3592087539977968,1.446270996364777e-10,0.20099138008515954,0.00046082852889633687,nan,nan,nan,nan
75,resnet20_cifar10,950,0.13466475017107551,0.01962911526874169,0.02931192208323026,0.6130766860838416,0.029045459901778745,0.6163094341662833,-0.002692069998632536,0.9629647782244539,0.27979847299729776,8.447616495590644e-07,0.028589053576435822,0.6218638173928569,0.220325022333617,0.00011928262040995387,0.38619158257824465,4.15261948480544e-12,0.21297123342116708,0.00020232847631668986,nan,nan,nan,nan
