train coverage,202
ood coverage,187
test coverage,198
ood activate,3
test activate,0
ood activable samples,125
test activable samples,0
mean(neuron activated by ood),1.008
mean(neuron activated by test),nan
sum(neuron activated by ood),126
sum(neuron activated by test),0
