train coverage,2678
ood coverage,2159
test coverage,2591
ood activate,1
test activate,0
ood activable samples,6
test activable samples,0
mean(neuron activated by ood),1.0
mean(neuron activated by test),nan
sum(neuron activated by ood),6
sum(neuron activated by test),0
