fitness,num_div,each_div,coverage
kmnc,1,1000,0.5960269452845752
kmnc,1,1000,0.6316882045642013
kmnc,1,1000,0.6196590596645587
kmnc,1,1000,0.5960269452845752
kmnc,1,1000,0.6729997250481166
kmnc,1,1000,0.6316882045642013
kmnc,1,1000,0.5886444872147374
kmnc,1,1000,0.5886444872147374
kmnc,1,1000,0.5886444872147374
kmnc,1,1000,0.6385070112730272
kmnc,1,1000,0.6196590596645587
kmnc,1,1000,0.6316882045642013
kmnc,1,1000,0.6729997250481166
kmnc,1,1000,0.6316882045642013
kmnc,1,1000,0.5947896618091834
kmnc,1,1000,0.6455732746769315
kmnc,1,1000,0.5947896618091834
kmnc,1,1000,0.6316882045642013
kmnc,1,1000,0.6196590596645587
kmnc,1,1000,0.5886444872147374
kmnc,1,1000,0.6455732746769315
kmnc,1,1000,0.6385070112730272
kmnc,1,1000,0.5886444872147374
kmnc,1,1000,0.6196590596645587
kmnc,1,1000,0.5960269452845752
kmnc,1,1000,0.6729997250481166
kmnc,1,1000,0.5960269452845752
kmnc,1,1000,0.6455732746769315
kmnc,1,1000,0.6455732746769315
kmnc,1,1000,0.6196590596645587
kmnc,2,500,0.6468655485290075
kmnc,2,500,0.6505361561726698
kmnc,2,500,0.6630602144624691
kmnc,2,500,0.6838328292548804
kmnc,2,500,0.6482265603519384
kmnc,2,500,0.6967143249931262
kmnc,2,500,0.6434423975804234
kmnc,2,500,0.6937173494638438
kmnc,2,500,0.647250481165796
kmnc,2,500,0.6572724773164696
kmnc,2,500,0.6750618641737696
kmnc,2,500,0.6899642562551553
kmnc,2,500,0.6542755017871873
kmnc,2,500,0.701361011822931
kmnc,2,500,0.6646136926037943
kmnc,2,500,0.675309320868848
kmnc,2,500,0.6743607368710476
kmnc,2,500,0.6529969755292824
kmnc,2,500,0.6818944184767666
kmnc,2,500,0.6549628814957382
kmnc,2,500,0.6754055540280451
kmnc,2,500,0.6718311795435798
kmnc,2,500,0.7210475666758317
kmnc,2,500,0.6836816057189992
kmnc,2,500,0.6579598570250206
kmnc,2,500,0.6473467143249931
kmnc,2,500,0.660970580148474
kmnc,2,500,0.6531894418476767
kmnc,2,500,0.6820868847951609
kmnc,2,500,0.6370910090734122
kmnc,3,333,0.6838190816607094
kmnc,3,333,0.6988864448721473
kmnc,3,333,0.7236458619741545
kmnc,3,333,0.671913665108606
kmnc,3,333,0.6839290624140776
kmnc,3,333,0.6827055265328568
kmnc,3,333,0.7229309870772614
kmnc,3,333,0.6551141050316195
kmnc,3,333,0.680107231234534
kmnc,3,333,0.6803271927412703
kmnc,3,333,0.7017871872422327
kmnc,3,333,0.6792411328017597
kmnc,3,333,0.6830217211987902
kmnc,3,333,0.6773027220236458
kmnc,3,333,0.6555815232334341
kmnc,3,333,0.717184492713775
kmnc,3,333,0.6905004124278251
kmnc,3,333,0.6707863623865824
kmnc,3,333,0.6944322243607368
kmnc,3,333,0.6676244157272477
kmnc,3,333,0.6710475666758318
kmnc,3,333,0.6755430299697552
kmnc,3,333,0.7045642012647787
kmnc,3,333,0.687640912840253
kmnc,3,333,0.6759004674182019
kmnc,3,333,0.6928649986252405
kmnc,3,333,0.6852213362661534
kmnc,3,333,0.723302172119879
kmnc,3,333,0.6903216937036019
kmnc,3,333,0.662331591971405
kmnc,4,250,0.7001787187242232
kmnc,4,250,0.7060076986527358
kmnc,4,250,0.7243469892768766
kmnc,4,250,0.6860599395105856
kmnc,4,250,0.6985290074237008
kmnc,4,250,0.707561176794061
kmnc,4,250,0.6787324718174319
kmnc,4,250,0.68355787737146
kmnc,4,250,0.6996288149573825
kmnc,4,250,0.7186004949133902
kmnc,4,250,0.6839840527907616
kmnc,4,250,0.717761891668958
kmnc,4,250,0.6950371185042618
kmnc,4,250,0.6960681880670883
kmnc,4,250,0.6939373109705802
kmnc,4,250,0.7084547704151773
kmnc,4,250,0.6872009898267804
kmnc,4,250,0.7032581798185318
kmnc,4,250,0.6717349463843827
kmnc,4,250,0.722614792411328
kmnc,4,250,0.6880395930712125
kmnc,4,250,0.6852350838603244
kmnc,4,250,0.7134451470992577
kmnc,4,250,0.6857025020621391
kmnc,4,250,0.7332279351113555
kmnc,4,250,0.7261204289249381
kmnc,4,250,0.6742370085235084
kmnc,4,250,0.6888919439098158
kmnc,4,250,0.7126890294198516
kmnc,4,250,0.704138025845477
kmnc,5,200,0.7379021171295024
kmnc,5,200,0.699312620291449
kmnc,5,200,0.7051416002199615
kmnc,5,200,0.6930574649436348
kmnc,5,200,0.7316882045642012
kmnc,5,200,0.7277976354138026
kmnc,5,200,0.725996700577399
kmnc,5,200,0.7139125653010723
kmnc,5,200,0.7026257904866648
kmnc,5,200,0.7262579048666483
kmnc,5,200,0.7183667858124828
kmnc,5,200,0.7063101457244982
kmnc,5,200,0.708234808908441
kmnc,5,200,0.7330904591696453
kmnc,5,200,0.696604344239758
kmnc,5,200,0.7207726147924113
kmnc,5,200,0.7078498762716524
kmnc,5,200,0.7302722023645862
kmnc,5,200,0.7309183392906241
kmnc,5,200,0.7303409403354413
kmnc,5,200,0.7002749518834204
kmnc,5,200,0.7250756117679407
kmnc,5,200,0.710970580148474
kmnc,5,200,0.6969067913115204
kmnc,5,200,0.7160846851800935
kmnc,5,200,0.684245257080011
kmnc,5,200,0.7291723948309046
kmnc,5,200,0.6854412977728898
kmnc,5,200,0.7358674731921914
kmnc,5,200,0.696563101457245
kmnc,6,166,0.6903079461094308
kmnc,6,166,0.7395518284300248
kmnc,6,166,0.6988314544954632
kmnc,6,166,0.7268902941985153
kmnc,6,166,0.7133351663458894
kmnc,6,166,0.7304921638713225
kmnc,6,166,0.7281963156447622
kmnc,6,166,0.7061864173769591
kmnc,6,166,0.7186967280725873
kmnc,6,166,0.710324443222436
kmnc,6,166,0.7363761341765191
kmnc,6,166,0.7392081385757493
kmnc,6,166,0.7215012372834754
kmnc,6,166,0.7269040417926863
kmnc,6,166,0.7139125653010723
kmnc,6,166,0.7100907341215287
kmnc,6,166,0.7345202089634314
kmnc,6,166,0.7329667308221062
kmnc,6,166,0.7296260654385482
kmnc,6,166,0.7068875446796811
kmnc,6,166,0.6835303821831179
kmnc,6,166,0.7144899642562551
kmnc,6,166,0.7121666208413527
kmnc,6,166,0.7176794061039318
kmnc,6,166,0.7054715424800659
kmnc,6,166,0.7103519384107781
kmnc,6,166,0.7309045916964532
kmnc,6,166,0.7341902667033269
kmnc,6,166,0.7034094033544129
kmnc,6,166,0.7261891668957933
kmnc,7,142,0.7236733571624966
kmnc,7,142,0.732897992851251
kmnc,7,142,0.6987489689304371
kmnc,7,142,0.7309045916964532
kmnc,7,142,0.7288974429474842
kmnc,7,142,0.6956695078361287
kmnc,7,142,0.7345889469342864
kmnc,7,142,0.6961506736321144
kmnc,7,142,0.7359774539455596
kmnc,7,142,0.7409403354412978
kmnc,7,142,0.7199890019246632
kmnc,7,142,0.7250343689854275
kmnc,7,142,0.6982815507286225
kmnc,7,142,0.7128540005499038
kmnc,7,142,0.7172119879021172
kmnc,7,142,0.7076161671707452
kmnc,7,142,0.7330079736046192
kmnc,7,142,0.7216524608193566
kmnc,7,142,0.7398130327192741
kmnc,7,142,0.7234946384382733
kmnc,7,142,0.7347539180643388
kmnc,7,142,0.7089496838053341
kmnc,7,142,0.7318256805059115
kmnc,7,142,0.7132114379983503
kmnc,7,142,0.7161809183392907
kmnc,7,142,0.7210200714874897
kmnc,7,142,0.7389194390981578
kmnc,7,142,0.7146136926037944
kmnc,7,142,0.7336541105306571
kmnc,7,142,0.7293648611492989
kmnc,8,125,0.735592521308771
kmnc,8,125,0.7399230134726423
kmnc,8,125,0.7330217211987902
kmnc,8,125,0.7324443222436073
kmnc,8,125,0.7502337091009074
kmnc,8,125,0.7470717624415727
kmnc,8,125,0.7374896893043718
kmnc,8,125,0.7193428649986252
kmnc,8,125,0.7359637063513885
kmnc,8,125,0.7367885620016497
