No.,Fitness,No. Wrong Cases,No. Wrong Classes,Jaccard,Runtime
0,77,81,80,191.05189000000001
1,78,85,82,191.055157
2,77,83,82,191.058391
3,80,86,83,191.061629
4,77,84,85,191.064865
5,77,82,81,191.068107
6,80,84,84,191.071345
7,76,84,84,191.074575
8,75,81,82,191.077806
9,80,84,82,191.081035
10,79,85,84,191.08426300000002
11,75,80,82,191.087508
12,79,82,84,191.090733
13,80,84,85,191.093985
14,78,87,81,191.097223
15,80,82,85,191.10046200000002
16,79,83,83,191.103708
17,79,83,84,191.10693500000002
18,78,81,83,191.11015
19,81,81,86,191.113377
20,79,83,84,191.116608
21,79,88,86,191.11983800000002
22,78,81,82,191.12306
23,79,88,87,191.126272
24,79,85,84,191.1295
25,81,83,84,191.13271500000002
26,79,87,83,191.135949
27,79,83,82,191.139172
28,79,84,83,191.142382
29,79,84,82,191.14567300000002
30,78,82,82,191.14894900000002
31,76,79,81,191.15227000000002
32,81,83,85,191.155503
33,82,83,84,191.15903200000002
34,78,83,79,191.162348
35,79,82,81,191.165623
36,78,82,82,191.168899
37,76,79,81,191.17212
38,75,81,81,191.175406
39,75,84,81,191.17868900000002
40,77,84,84,191.181969
41,78,81,82,191.18527300000002
42,78,84,81,191.188567
43,76,83,81,191.191835
44,81,85,85,191.19506700000002
45,74,82,84,191.198285
46,79,85,84,191.20150600000002
47,80,84,84,191.204732
48,79,82,83,191.20794500000002
49,80,85,85,191.21118
50,79,81,80,191.214389
51,78,80,81,191.217666
52,77,81,82,191.22111900000002
53,75,83,83,191.22440300000002
54,83,85,85,191.22764500000002
55,81,85,84,191.230881
56,77,83,84,191.23410700000002
57,79,84,80,191.237333
58,79,83,84,191.24055700000002
59,77,85,83,191.24381300000002
60,77,82,82,191.247085
61,78,84,85,191.250315
62,78,81,85,191.253721
63,76,84,82,191.25697200000002
64,79,83,83,191.26021300000002
65,71,76,83,191.26345400000002
66,76,81,83,191.266712
67,77,82,84,191.269969
68,80,83,83,191.273247
69,81,85,86,191.27650400000002
70,78,81,83,191.279727
71,75,81,82,191.282948
72,78,81,80,191.28619500000002
73,79,82,84,191.289475
74,74,82,81,191.29274600000002
75,73,82,83,191.296003
76,78,87,85,191.29954700000002
77,76,81,82,191.30278
78,74,80,81,191.305988
79,76,86,82,191.30922
80,77,83,79,191.31243400000002
81,78,83,82,191.315648
82,80,82,85,191.31886400000002
83,77,82,80,191.322079
84,77,81,78,191.325298
85,79,82,84,191.32852
86,81,81,84,191.33175400000002
87,80,84,85,191.33498400000002
88,82,84,86,191.33820400000002
89,77,83,81,191.34143500000002
90,77,87,86,191.344691
91,79,85,85,191.347957
92,74,83,83,191.35118500000002
93,75,83,79,191.35450300000002
94,79,83,81,191.35797000000002
95,79,82,81,191.36137100000002
96,78,81,81,191.36469100000002
97,77,85,80,191.367916
98,83,86,86,191.37115400000002
99,79,85,83,191.374398
100,78,84,85,191.37766000000002
101,78,83,81,191.38087800000002
102,80,85,81,191.384093
103,79,83,83,191.387305
104,76,78,82,191.39052700000002
105,79,87,83,191.393796
106,76,80,82,191.39702100000002
107,79,83,84,191.40024300000002
108,83,84,87,191.403468
109,80,84,84,191.40669100000002
110,76,83,84,191.40992400000002
111,78,81,80,191.41314300000002
112,75,82,82,191.416368
113,82,82,85,191.4196
114,79,84,84,191.422818
115,80,83,85,191.42603400000002
116,78,84,85,191.42929
117,81,84,86,191.432523
118,78,80,82,191.43575800000002
119,79,87,81,191.439296
120,78,81,82,191.442539
121,76,83,79,191.445894
122,79,86,82,191.44915400000002
123,78,83,81,191.45239600000002
124,82,86,83,191.45574100000002
125,74,80,85,191.45897300000001
126,76,83,81,191.462194
127,76,83,83,191.465416
128,79,86,82,191.468637
129,79,83,84,191.47186100000002
130,79,82,80,191.47509300000002
131,82,83,88,191.478319
132,76,82,83,191.481557
133,79,83,86,191.484776
134,76,81,83,191.488007
135,76,82,82,191.491271
136,76,83,80,191.494494
137,80,84,84,191.497704
138,77,82,82,191.500942
139,80,83,85,191.50416900000002
140,73,81,81,191.507384
141,75,83,82,191.510593
142,79,82,81,191.51380600000002
143,78,83,82,191.51702200000003
144,79,82,84,191.520235
145,76,82,78,191.523456
146,81,83,81,191.52668200000002
147,78,85,84,191.529887
148,80,84,82,191.53311100000002
149,81,82,86,191.536338
150,80,83,84,191.539613
151,83,88,85,191.542823
152,83,84,85,191.54611400000002
153,78,82,80,191.549337
154,75,82,82,191.55256
155,77,82,83,191.555948
156,78,84,81,191.55917300000002
157,79,83,81,191.562383
158,76,83,81,191.565606
159,77,83,84,191.568855
160,80,85,82,191.57207400000001
161,77,81,82,191.575298
162,77,83,84,191.57851100000002
163,79,83,81,191.58173100000002
164,82,85,85,191.58496300000002
165,78,84,83,191.588176
166,77,81,83,191.59142
167,79,84,81,191.594651
168,75,80,83,191.59786100000002
169,76,79,80,191.60107100000002
