No.,Fitness,No. Wrong Cases,No. Wrong Classes,Jaccard,Runtime
0,575,587,594,266.699439
1,573,588,588,266.711792
2,582,600,590,266.724155
3,578,588,588,266.737178
4,571,593,593,266.749774
5,573,587,584,266.762377
6,575,590,589,266.77470999999997
7,576,591,588,266.787448
8,577,592,595,266.8001
9,567,587,584,266.812308
10,571,589,592,266.824651
11,567,589,587,266.836944
12,572,594,587,266.849269
13,575,595,593,266.861677
14,570,586,583,266.87440399999997
15,577,590,586,266.886635
16,568,588,587,266.89883
17,575,597,589,266.911292
18,579,593,589,266.923893
19,569,588,589,266.936741
20,580,591,591,266.949077
21,574,586,591,266.961444
22,572,592,588,266.973809
23,571,588,588,266.986094
24,577,591,595,266.998322
25,568,589,583,267.0109
26,570,586,583,267.023303
27,576,589,591,267.035594
28,576,591,590,267.047879
29,575,590,587,267.06036
30,571,587,584,267.074128
31,562,584,589,267.087598
32,578,592,594,267.101158
33,576,588,592,267.115536
34,572,581,590,267.128279
35,575,593,584,267.141086
36,569,588,584,267.153556
37,570,590,586,267.166226
38,575,595,595,267.178761
39,571,584,588,267.191276
40,573,584,592,267.2038
41,566,589,583,267.216143
42,580,595,591,267.228484
43,574,591,589,267.241151
44,571,589,586,267.253437
45,569,590,585,267.265793
46,574,588,585,267.278537
47,574,590,595,267.29145
48,579,590,599,267.303951
49,584,597,595,267.316388
50,573,587,585,267.328658
51,575,584,592,267.341244
52,565,588,590,267.353637
53,578,595,591,267.366522
54,574,586,588,267.378912
55,570,589,584,267.39133
56,579,593,589,267.403737
57,574,588,591,267.416145
58,571,587,589,267.428647
59,575,589,583,267.441762
60,565,588,585,267.454454
61,571,590,588,267.46685
62,571,586,585,267.479155
63,570,587,586,267.491556
64,576,589,590,267.503938
65,575,593,595,267.516306
66,571,586,590,267.530413
67,574,589,585,267.545039
68,564,584,590,267.559186
69,579,589,587,267.572135
70,575,595,589,267.584573
71,572,591,581,267.596973
72,571,586,582,267.609318
73,577,590,594,267.621614
74,580,593,588,267.633874
75,574,592,588,267.64640099999997
76,579,598,588,267.658722
77,574,595,593,267.671
78,574,588,586,267.683256
79,578,598,595,267.695508
