fitness,num_div,each_div,coverage
kmnc,1,800,0.5985074626865672
kmnc,1,800,0.5026119402985074
kmnc,1,800,0.5906716417910448
kmnc,1,800,0.5537313432835821
kmnc,1,800,0.5104477611940299
kmnc,1,800,0.5063432835820896
kmnc,1,800,0.5940298507462687
kmnc,1,800,0.6011194029850746
kmnc,1,800,0.5630597014925374
kmnc,1,800,0.5958955223880597
kmnc,1,800,0.6634328358208955
kmnc,1,800,0.548134328358209
kmnc,1,800,0.6563432835820896
kmnc,1,800,0.5925373134328358
kmnc,1,800,0.5634328358208955
kmnc,1,800,0.5488805970149254
kmnc,1,800,0.5541044776119403
kmnc,1,800,0.5865671641791045
kmnc,1,800,0.49701492537313435
kmnc,1,800,0.5597014925373134
kmnc,1,800,0.5951492537313433
kmnc,1,800,0.5925373134328358
kmnc,1,800,0.5738805970149253
kmnc,1,800,0.551865671641791
kmnc,1,800,0.6190298507462687
kmnc,1,800,0.566044776119403
kmnc,1,800,0.5906716417910448
kmnc,1,800,0.5029850746268657
kmnc,1,800,0.591044776119403
kmnc,1,800,0.5507462686567164
kmnc,2,400,0.6791044776119403
kmnc,2,400,0.7011194029850746
kmnc,2,400,0.6481343283582089
kmnc,2,400,0.7123134328358209
kmnc,2,400,0.6171641791044776
kmnc,2,400,0.664179104477612
kmnc,2,400,0.7130597014925373
kmnc,2,400,0.7134328358208956
kmnc,2,400,0.7007462686567164
kmnc,2,400,0.6156716417910447
kmnc,2,400,0.6223880597014926
kmnc,2,400,0.7089552238805971
kmnc,2,400,0.7268656716417911
kmnc,2,400,0.658955223880597
kmnc,2,400,0.673134328358209
kmnc,2,400,0.6600746268656716
kmnc,2,400,0.6645522388059701
kmnc,2,400,0.6694029850746268
kmnc,2,400,0.6485074626865671
kmnc,2,400,0.6682835820895522
kmnc,2,400,0.6216417910447761
kmnc,2,400,0.6305970149253731
kmnc,2,400,0.6559701492537313
kmnc,2,400,0.6555970149253731
kmnc,2,400,0.7526119402985074
kmnc,2,400,0.6432835820895523
kmnc,2,400,0.710820895522388
kmnc,2,400,0.6675373134328358
kmnc,2,400,0.6567164179104478
kmnc,2,400,0.6970149253731344
kmnc,3,266,0.6902985074626866
kmnc,3,266,0.7186567164179104
kmnc,3,266,0.6757462686567164
kmnc,3,266,0.7138059701492537
kmnc,3,266,0.7063432835820895
kmnc,3,266,0.7067164179104478
kmnc,3,266,0.733955223880597
kmnc,3,266,0.7111940298507463
kmnc,3,266,0.7399253731343284
kmnc,3,266,0.7615671641791045
kmnc,3,266,0.7152985074626865
kmnc,3,266,0.7417910447761195
kmnc,3,266,0.7466417910447761
kmnc,3,266,0.6917910447761194
kmnc,3,266,0.6902985074626866
kmnc,3,266,0.719776119402985
kmnc,3,266,0.7194029850746269
kmnc,3,266,0.7772388059701493
kmnc,3,266,0.7291044776119403
kmnc,3,266,0.7246268656716418
kmnc,3,266,0.735820895522388
kmnc,3,266,0.7283582089552239
kmnc,3,266,0.7391791044776119
kmnc,3,266,0.7376865671641791
kmnc,3,266,0.7138059701492537
kmnc,3,266,0.7119402985074627
kmnc,3,266,0.6914179104477612
kmnc,3,266,0.7835820895522388
kmnc,3,266,0.6936567164179105
kmnc,3,266,0.7466417910447761
kmnc,4,200,0.7242537313432836
kmnc,4,200,0.7544776119402985
kmnc,4,200,0.7514925373134328
kmnc,4,200,0.7671641791044777
kmnc,4,200,0.7708955223880597
kmnc,4,200,0.7888059701492537
kmnc,4,200,0.7522388059701492
kmnc,4,200,0.7772388059701493
kmnc,4,200,0.7388059701492538
kmnc,4,200,0.7242537313432836
kmnc,4,200,0.7570895522388059
kmnc,4,200,0.7451492537313433
kmnc,4,200,0.7514925373134328
kmnc,4,200,0.7466417910447761
kmnc,4,200,0.7832089552238806
kmnc,4,200,0.8026119402985075
kmnc,4,200,0.7697761194029851
kmnc,4,200,0.7694029850746269
kmnc,4,200,0.7652985074626866
kmnc,4,200,0.7735074626865671
kmnc,4,200,0.7216417910447761
kmnc,4,200,0.7716417910447761
kmnc,4,200,0.775
kmnc,4,200,0.7712686567164179
kmnc,4,200,0.7597014925373134
kmnc,4,200,0.7869402985074627
kmnc,4,200,0.7880597014925373
kmnc,4,200,0.7768656716417911
kmnc,4,200,0.7402985074626866
kmnc,4,200,0.7977611940298508
kmnc,5,160,0.8111940298507463
kmnc,5,160,0.7940298507462686
kmnc,5,160,0.7619402985074627
kmnc,5,160,0.7690298507462686
kmnc,5,160,0.8093283582089552
kmnc,5,160,0.7992537313432836
kmnc,5,160,0.7507462686567165
kmnc,5,160,0.7582089552238805
kmnc,5,160,0.7850746268656716
kmnc,5,160,0.7458955223880597
kmnc,5,160,0.7399253731343284
kmnc,5,160,0.7712686567164179
kmnc,5,160,0.8212686567164179
kmnc,5,160,0.7167910447761194
kmnc,5,160,0.7675373134328358
kmnc,5,160,0.7869402985074627
kmnc,5,160,0.7966417910447762
kmnc,5,160,0.7723880597014925
kmnc,5,160,0.7746268656716417
kmnc,5,160,0.7824626865671642
kmnc,5,160,0.8104477611940298
kmnc,5,160,0.7947761194029851
kmnc,5,160,0.7429104477611941
kmnc,5,160,0.8029850746268656
kmnc,5,160,0.8145522388059702
kmnc,5,160,0.7772388059701493
kmnc,5,160,0.7876865671641791
kmnc,5,160,0.7906716417910448
kmnc,5,160,0.8100746268656717
kmnc,5,160,0.7757462686567164
kmnc,6,133,0.775
kmnc,6,133,0.8138059701492537
kmnc,6,133,0.7888059701492537
kmnc,6,133,0.8171641791044776
kmnc,6,133,0.7820895522388059
kmnc,6,133,0.8156716417910448
kmnc,6,133,0.7958955223880597
kmnc,6,133,0.7992537313432836
kmnc,6,133,0.789179104477612
kmnc,6,133,0.8014925373134328
kmnc,6,133,0.8082089552238806
kmnc,6,133,0.8309701492537314
kmnc,6,133,0.8238805970149253
kmnc,6,133,0.8138059701492537
kmnc,6,133,0.8093283582089552
kmnc,6,133,0.7947761194029851
kmnc,6,133,0.7805970149253731
kmnc,6,133,0.7753731343283582
kmnc,6,133,0.8238805970149253
kmnc,6,133,0.7850746268656716
kmnc,6,133,0.8257462686567164
kmnc,6,133,0.8085820895522388
kmnc,6,133,0.8085820895522388
kmnc,6,133,0.8011194029850747
kmnc,6,133,0.8037313432835821
kmnc,6,133,0.7973880597014925
kmnc,6,133,0.8197761194029851
kmnc,6,133,0.7869402985074627
kmnc,6,133,0.7817164179104478
kmnc,6,133,0.808955223880597
kmnc,7,114,0.8276119402985075
kmnc,7,114,0.8175373134328359
kmnc,7,114,0.8216417910447761
kmnc,7,114,0.8238805970149253
kmnc,7,114,0.8216417910447761
kmnc,7,114,0.8272388059701492
kmnc,7,114,0.8238805970149253
kmnc,7,114,0.8003731343283582
kmnc,7,114,0.8145522388059702
kmnc,7,114,0.8115671641791045
kmnc,7,114,0.8257462686567164
kmnc,7,114,0.8399253731343284
kmnc,7,114,0.7899253731343283
kmnc,7,114,0.8197761194029851
kmnc,7,114,0.8444029850746269
kmnc,7,114,0.8182835820895522
kmnc,7,114,0.8208955223880597
kmnc,7,114,0.8085820895522388
kmnc,7,114,0.8063432835820895
kmnc,7,114,0.8328358208955224
kmnc,7,114,0.8194029850746268
kmnc,7,114,0.780223880597015
kmnc,7,114,0.8078358208955224
kmnc,7,114,0.8212686567164179
kmnc,7,114,0.8145522388059702
kmnc,7,114,0.8235074626865672
kmnc,7,114,0.8257462686567164
kmnc,7,114,0.7906716417910448
kmnc,7,114,0.8212686567164179
kmnc,7,114,0.8156716417910448
kmnc,8,100,0.8388059701492537
kmnc,8,100,0.8205223880597015
kmnc,8,100,0.8488805970149254
kmnc,8,100,0.8272388059701492
kmnc,8,100,0.8399253731343284
kmnc,8,100,0.8477611940298507
kmnc,8,100,0.858955223880597
kmnc,8,100,0.8145522388059702
kmnc,8,100,0.8477611940298507
kmnc,8,100,0.8276119402985075
