No.,Fitness,No. Wrong Cases,No. Wrong Classes,Jaccard,Runtime
0,2.0,34.0,2.0,34.0,14.543996
1,2.0,33.0,2.0,33.0,14.546267999999998
2,0.0,34.0,1.0,34.0,14.548527
3,2.0,32.0,3.0,32.0,14.550780999999997
4,0.0,34.0,1.0,34.0,14.553021999999999
5,0.0,31.0,1.0,31.0,14.555274999999998
6,0.0,34.0,0.0,34.0,14.557476999999999
7,0.0,34.0,0.0,34.0,14.559746999999998
8,0.0,31.0,0.0,31.0,14.561968999999998
9,1.0,34.0,2.0,35.0,14.56421
10,0.0,33.0,0.0,33.0,14.566628999999999
11,0.0,32.0,1.0,32.0,14.568866
12,0.0,32.0,0.0,32.0,14.571103999999998
13,0.0,32.0,2.0,32.0,14.573317
14,0.0,33.0,0.0,33.0,14.575529
15,0.0,33.0,2.0,33.0,14.577752999999998
16,0.0,33.0,0.0,33.0,14.579967999999997
17,0.0,38.0,0.0,38.0,14.582184999999999
18,1.0,35.0,1.0,35.0,14.584398999999998
19,0.0,33.0,0.0,33.0,14.586637
20,0.0,33.0,0.0,33.0,14.588859
21,0.0,32.0,0.0,32.0,14.591065999999998
22,0.0,35.0,0.0,35.0,14.593264999999999
23,0.0,34.0,0.0,34.0,14.595481999999997
24,1.0,33.0,2.0,33.0,14.597688999999999
25,0.0,33.0,0.0,33.0,14.599909
26,0.0,33.0,1.0,33.0,14.602138
27,1.0,33.0,1.0,34.0,14.604343
28,0.0,36.0,0.0,36.0,14.606580999999998
29,1.0,31.0,2.0,31.0,14.608782999999999
30,1.0,33.0,1.0,33.0,14.611007999999998
31,0.0,34.0,0.0,34.0,14.613212999999998
32,0.0,33.0,0.0,33.0,14.615428999999999
33,0.0,32.0,1.0,32.0,14.617642
34,0.0,33.0,0.0,33.0,14.619854
35,0.0,32.0,0.0,32.0,14.622087
36,4.0,33.0,5.0,33.0,14.624295
37,1.0,35.0,1.0,35.0,14.626503
38,0.0,32.0,0.0,32.0,14.628708
39,0.0,35.0,0.0,35.0,14.630913
40,0.0,33.0,3.0,33.0,14.633122999999998
41,1.0,33.0,1.0,34.0,14.635337
42,0.0,34.0,2.0,34.0,14.637549999999997
43,0.0,35.0,1.0,35.0,14.639754999999997
44,1.0,33.0,2.0,34.0,14.641969
45,0.0,33.0,0.0,33.0,14.644393999999998
46,1.0,34.0,1.0,34.0,14.646662
47,1.0,34.0,1.0,35.0,14.648913
48,0.0,36.0,0.0,36.0,14.651114
49,0.0,33.0,1.0,33.0,14.653331999999999
50,1.0,33.0,2.0,34.0,14.655552999999998
51,0.0,32.0,1.0,32.0,14.657798
