FGSM,idc,0.5359470026064292
FGSM,lsa,0.4569939183318853
FGSM,dsa,0.45721112076455256
FGSM,dsa,0.45721112076455256
FGSM,None,0.885642919200695
FGSM,nc,0.6944504778453519
FGSM,kmnc,0.8587641181581234
FGSM,idc,0.5355668983492615
FGSM,lsa,0.4569939183318853
FGSM,dsa,0.45721112076455256
FGSM,None,0.885642919200695
FGSM,nc,0.6944504778453519
FGSM,kmnc,0.8587641181581234
FGSM,tknc,0.8160838401390096
FGSM,snac,0.5452324066029539
FGSM,nbc,0.5464813205907906
DF,idc,0.6469374456993918
DF,lsa,0.7591768027801912
DF,dsa,0.46736533449174633
DF,None,0.8783666377063423
DF,nc,0.8372067767158993
DF,kmnc,0.8726107732406603
DF,tknc,0.8581125108601216
DF,snac,0.8025629887054735
DF,nbc,0.8061468288444831
CW_Linf,idc,0.5433318853171155
CW_Linf,lsa,0.45704821894005215
CW_Linf,dsa,0.4569939183318853
CW_Linf,None,0.6620873153779322
CW_Linf,nc,0.6032254561251086
CW_Linf,kmnc,0.6510642919200695
CW_Linf,tknc,0.5718397046046916
CW_Linf,snac,0.5469157254561251
CW_Linf,nbc,0.5500651607298002
