train coverage,100810
ood coverage,20029
test coverage,99055
ood activate,3
test activate,7
ood activable samples,17
test activable samples,6
mean(neuron activated by ood),1.0
mean(neuron activated by test),1.1666666666666667
sum(neuron activated by ood),17
sum(neuron activated by test),7
