,0,1,2,3,4,5,6,7,8,9,10
0,318.0,300.0,312.0,7.0,0.0,0.16886666666666666,0.0,3.7231242186788758,,7928.0,0.0
1,4664.0,2661.0,4527.0,8.0,0.0,0.023033333333333333,0.0,,,691.0,0.0
2,374.0,276.0,340.0,13.0,2.0,0.023533333333333333,6.666666666666667e-05,3.0035714285714286,,707.0,2.0
3,127.0,50.0,46.0,38.0,35.0,0.5247333333333334,0.0013666666666666666,13.394261619369512,3.0454545454545454,70500.0,42.0
4,171.0,122.0,67.0,96.0,51.0,0.9444333333333333,0.0017333333333333333,21.80114687264065,3.4634502923976607,209803.0,59.0
5,36.0,23.0,36.0,0.0,0.0,0.0,0.0,,,0.0,0.0
