fitness,num_div,each_div,coverage
kmnc,1,1000,0.7585948701609049
kmnc,1,1000,0.8247490839573044
kmnc,1,1000,0.781599490202326
kmnc,1,1000,0.78621156603473
kmnc,1,1000,0.836354946630556
kmnc,1,1000,0.8178349530030269
kmnc,1,1000,0.7566194041739684
kmnc,1,1000,0.7536641707822208
kmnc,1,1000,0.8389039350007965
kmnc,1,1000,0.7729568265094791
kmnc,1,1000,0.758833837820615
kmnc,1,1000,0.8074239286283257
kmnc,1,1000,0.8300621315915246
kmnc,1,1000,0.8057670861876692
kmnc,1,1000,0.7326828102596782
kmnc,1,1000,0.8133104986458499
kmnc,1,1000,0.7666480802931337
kmnc,1,1000,0.7879639955392703
kmnc,1,1000,0.8261589931495937
kmnc,1,1000,0.8057830173649833
kmnc,1,1000,0.8264855822845308
kmnc,1,1000,0.7530667516329457
kmnc,1,1000,0.8172853273856938
kmnc,1,1000,0.7608013382188944
kmnc,1,1000,0.8464553130476342
kmnc,1,1000,0.8026366098454676
kmnc,1,1000,0.7756890234188306
kmnc,1,1000,0.781480006372471
kmnc,1,1000,0.763645053369444
kmnc,1,1000,0.7804683766130317
kmnc,2,500,0.8579018639477457
kmnc,2,500,0.8475784610482715
kmnc,2,500,0.85451648876852
kmnc,2,500,0.8460729647920981
kmnc,2,500,0.8374780946311933
kmnc,2,500,0.8236179703680102
kmnc,2,500,0.8669189103074717
kmnc,2,500,0.8483112952047156
kmnc,2,500,0.8355265254102278
kmnc,2,500,0.8431177314003505
kmnc,2,500,0.8598852955233391
kmnc,2,500,0.8586187669268759
kmnc,2,500,0.7441851202803887
kmnc,2,500,0.8386092082204875
kmnc,2,500,0.8141628166321491
kmnc,2,500,0.854381073761351
kmnc,2,500,0.8140990919228931
kmnc,2,500,0.84088736657639
kmnc,2,500,0.8703441134299825
kmnc,2,500,0.8216584355583878
kmnc,2,500,0.8347538633104986
kmnc,2,500,0.8333598852955233
kmnc,2,500,0.8189103074717221
kmnc,2,500,0.8386808985184006
kmnc,2,500,0.8649753066751633
kmnc,2,500,0.8026286442568106
kmnc,2,500,0.8419069619244862
kmnc,2,500,0.8586984228134459
kmnc,2,500,0.8653098613987573
kmnc,2,500,0.8512744941851202
kmnc,3,333,0.8551696670383941
kmnc,3,333,0.8472439063246774
kmnc,3,333,0.8532977537039987
kmnc,3,333,0.8702485263660985
kmnc,3,333,0.8387605544049705
kmnc,3,333,0.8618288991556476
kmnc,3,333,0.8504620041421062
kmnc,3,333,0.8757208857734586
kmnc,3,333,0.8468456268918273
kmnc,3,333,0.872781583559025
kmnc,3,333,0.8713876055440497
kmnc,3,333,0.845101162975944
kmnc,3,333,0.8489326111199618
kmnc,3,333,0.8563326429823164
kmnc,3,333,0.8148080293133663
kmnc,3,333,0.8359088736657639
kmnc,3,333,0.8567946471244225
kmnc,3,333,0.863828261908555
kmnc,3,333,0.868257129201848
kmnc,3,333,0.8514258403696033
kmnc,3,333,0.8764138919866178
kmnc,3,333,0.8566592321172535
kmnc,3,333,0.8550661143858531
kmnc,3,333,0.8787398438744624
kmnc,3,333,0.8532738569380277
kmnc,3,333,0.8396447347458977
kmnc,3,333,0.8192129998406882
kmnc,3,333,0.8540863469810419
kmnc,3,333,0.8673490520949498
kmnc,3,333,0.8489883702405607
kmnc,4,250,0.8809542775211088
kmnc,4,250,0.8662816632149116
kmnc,4,250,0.8704476660825236
kmnc,4,250,0.8689342042376932
kmnc,4,250,0.8586506292815039
kmnc,4,250,0.8531065795762307
kmnc,4,250,0.8191572407200892
kmnc,4,250,0.8646248207742552
kmnc,4,250,0.8520551218735064
kmnc,4,250,0.8383304126174924
kmnc,4,250,0.8757049545961446
kmnc,4,250,0.8469013860124264
kmnc,4,250,0.8553369444001911
kmnc,4,250,0.8613509638362274
kmnc,4,250,0.8741835271626573
kmnc,4,250,0.8613828261908555
kmnc,4,250,0.8766767564122989
kmnc,4,250,0.8740242153895172
kmnc,4,250,0.8873904731559662
kmnc,4,250,0.8561255376772343
kmnc,4,250,0.8787159471084913
kmnc,4,250,0.8833041261749244
kmnc,4,250,0.8687191333439541
kmnc,4,250,0.8797036801019595
kmnc,4,250,0.854683766130317
kmnc,4,250,0.8765971005257288
kmnc,4,250,0.8660108332005735
kmnc,4,250,0.8604588179066432
kmnc,4,250,0.8775529711645691
kmnc,4,250,0.8804444798470606
kmnc,5,200,0.8717062290903298
kmnc,5,200,0.8598056396367691
kmnc,5,200,0.8756810578301737
kmnc,5,200,0.8791381233073124
kmnc,5,200,0.8840528915086825
kmnc,5,200,0.87250278795603
kmnc,5,200,0.858945356061813
kmnc,5,200,0.8610642026445754
kmnc,5,200,0.8897323562211248
kmnc,5,200,0.8752509160426956
kmnc,5,200,0.8685518559821571
kmnc,5,200,0.8659949020232596
kmnc,5,200,0.8648637884339653
kmnc,5,200,0.8962083797992672
kmnc,5,200,0.8769396208379799
kmnc,5,200,0.8321411502310021
kmnc,5,200,0.8852158674526047
kmnc,5,200,0.8622829377090967
kmnc,5,200,0.8762944081567627
kmnc,5,200,0.8643699219372312
kmnc,5,200,0.8851760395093198
kmnc,5,200,0.8849052094949816
kmnc,5,200,0.8744384259996814
kmnc,5,200,0.8897801497530667
kmnc,5,200,0.8648876851999363
kmnc,5,200,0.8796558865700175
kmnc,5,200,0.8935239764218575
kmnc,5,200,0.8720646805798948
kmnc,5,200,0.9013063565397483
kmnc,5,200,0.8767962402421539
kmnc,6,166,0.8966942807073442
kmnc,6,166,0.8826429823163932
kmnc,6,166,0.8874940258085072
kmnc,6,166,0.872948860920822
kmnc,6,166,0.8848733471403537
kmnc,6,166,0.881758801975466
kmnc,6,166,0.8790903297753704
kmnc,6,166,0.8657479687748925
kmnc,6,166,0.8912856460092401
kmnc,6,166,0.8671100844352397
kmnc,6,166,0.8846821730125857
kmnc,6,166,0.8631033933407679
kmnc,6,166,0.8890951091285646
kmnc,6,166,0.8939700493866497
kmnc,6,166,0.8835590250119484
kmnc,6,166,0.8902182571292019
kmnc,6,166,0.8553449099888482
kmnc,6,166,0.8829297435080452
kmnc,6,166,0.8789310180022304
kmnc,6,166,0.8927672454994424
kmnc,6,166,0.8846343794806436
kmnc,6,166,0.8758085072486856
kmnc,6,166,0.8593675322606341
kmnc,6,166,0.8803887207264617
kmnc,6,166,0.8903696033136849
kmnc,6,166,0.8981519834315755
kmnc,6,166,0.8627449418512028
kmnc,6,166,0.8940974988051617
kmnc,6,166,0.8805161701449737
kmnc,6,166,0.9044846264138919
kmnc,7,142,0.9019754659869365
kmnc,7,142,0.8896128723912697
kmnc,7,142,0.8962004142106101
kmnc,7,142,0.8775609367532261
kmnc,7,142,0.8785168073920663
kmnc,7,142,0.8798868886410706
kmnc,7,142,0.8944479847060698
kmnc,7,142,0.8830731241038713
kmnc,7,142,0.8705352875577506
kmnc,7,142,0.8993866496734109
kmnc,7,142,0.8762386490361638
kmnc,7,142,0.8789071212362594
kmnc,7,142,0.8838537517922574
kmnc,7,142,0.8802055121873507
kmnc,7,142,0.8920662736976263
kmnc,7,142,0.8843237215230205
kmnc,7,142,0.8759518878445117
kmnc,7,142,0.8900908077106898
kmnc,7,142,0.886418671339812
kmnc,7,142,0.9030587860442887
kmnc,7,142,0.8933965270033456
kmnc,7,142,0.8722478891190059
kmnc,7,142,0.8743667357017684
kmnc,7,142,0.881742870798152
kmnc,7,142,0.881926079337263
kmnc,7,142,0.8720726461685518
kmnc,7,142,0.8779273538314482
kmnc,7,142,0.8860124263183049
kmnc,7,142,0.8862912219212999
kmnc,7,142,0.8714194678986777
kmnc,8,125,0.9019834315755935
kmnc,8,125,0.904643938187032
kmnc,8,125,0.8931416281663215
kmnc,8,125,0.899784929106261
kmnc,8,125,0.8840130635653974
kmnc,8,125,0.8960729647920981
kmnc,8,125,0.8917635813286602
kmnc,8,125,0.8880914449577824
kmnc,8,125,0.8830571929265573
kmnc,8,125,0.886139875736817
kmnc,8,125,0.9013222877170622
kmnc,8,125,0.8964871754022622
kmnc,8,125,0.8902501194838298
kmnc,8,125,0.8883941373267484
kmnc,8,125,0.8822208061175721
kmnc,8,125,0.886402740162498
kmnc,8,125,0.8804444798470606
kmnc,8,125,0.8966624183527163
kmnc,8,125,0.8913732674844671
kmnc,8,125,0.9119961765174447
kmnc,8,125,0.8890393500079656
kmnc,8,125,0.8958180659550741
kmnc,8,125,0.8809144495778238
kmnc,8,125,0.9025011948382986
kmnc,8,125,0.8796080930380755
kmnc,8,125,0.8980404651903776
kmnc,8,125,0.9018400509797674
kmnc,8,125,0.8943046041102437
kmnc,8,125,0.877298072327545
kmnc,8,125,0.8850485900908077
kmnc,9,111,0.9067149912378525
kmnc,9,111,0.8979448781264936
kmnc,9,111,0.909359566671977
kmnc,9,111,0.9167277361797037
kmnc,9,111,0.909064839891668
kmnc,9,111,0.8932451808188625
