fitness,num_div,each_div,coverage
lsa,1,1000,0.30412371134020616
lsa,1,1000,0.31443298969072164
lsa,1,1000,0.27319587628865977
lsa,1,1000,0.28865979381443296
lsa,1,1000,0.30412371134020616
lsa,1,1000,0.29381443298969073
lsa,1,1000,0.30412371134020616
lsa,1,1000,0.26804123711340205
lsa,1,1000,0.27835051546391754
lsa,1,1000,0.26804123711340205
lsa,1,1000,0.29381443298969073
lsa,1,1000,0.27319587628865977
lsa,1,1000,0.28350515463917525
lsa,1,1000,0.29896907216494845
lsa,1,1000,0.29896907216494845
lsa,1,1000,0.27319587628865977
lsa,1,1000,0.27835051546391754
lsa,1,1000,0.28865979381443296
lsa,1,1000,0.30927835051546393
lsa,1,1000,0.31443298969072164
lsa,1,1000,0.29381443298969073
lsa,1,1000,0.27835051546391754
lsa,1,1000,0.30412371134020616
lsa,1,1000,0.29896907216494845
lsa,1,1000,0.29896907216494845
lsa,1,1000,0.29381443298969073
lsa,1,1000,0.28865979381443296
lsa,1,1000,0.28350515463917525
lsa,1,1000,0.29896907216494845
lsa,1,1000,0.31443298969072164
lsa,2,500,0.29381443298969073
lsa,2,500,0.28865979381443296
lsa,2,500,0.29381443298969073
lsa,2,500,0.28865979381443296
lsa,2,500,0.32989690721649484
lsa,2,500,0.30927835051546393
lsa,2,500,0.3247422680412371
lsa,2,500,0.29896907216494845
lsa,2,500,0.3247422680412371
lsa,2,500,0.31958762886597936
lsa,2,500,0.30927835051546393
lsa,2,500,0.31443298969072164
lsa,2,500,0.31443298969072164
lsa,2,500,0.28865979381443296
lsa,2,500,0.33505154639175255
lsa,2,500,0.31443298969072164
lsa,2,500,0.3247422680412371
lsa,2,500,0.29896907216494845
lsa,2,500,0.30412371134020616
lsa,2,500,0.33505154639175255
lsa,2,500,0.29381443298969073
lsa,2,500,0.28865979381443296
lsa,2,500,0.31958762886597936
lsa,2,500,0.33505154639175255
lsa,2,500,0.31443298969072164
lsa,2,500,0.31443298969072164
lsa,2,500,0.29896907216494845
lsa,2,500,0.29381443298969073
lsa,2,500,0.3247422680412371
lsa,2,500,0.30412371134020616
lsa,3,333,0.31958762886597936
lsa,3,333,0.28865979381443296
lsa,3,333,0.30412371134020616
lsa,3,333,0.3247422680412371
lsa,3,333,0.33505154639175255
lsa,3,333,0.3402061855670103
lsa,3,333,0.30927835051546393
lsa,3,333,0.30927835051546393
lsa,3,333,0.29381443298969073
lsa,3,333,0.31443298969072164
lsa,3,333,0.29896907216494845
lsa,3,333,0.31443298969072164
lsa,3,333,0.30412371134020616
lsa,3,333,0.28865979381443296
lsa,3,333,0.28865979381443296
lsa,3,333,0.31443298969072164
lsa,3,333,0.30927835051546393
lsa,3,333,0.28350515463917525
lsa,3,333,0.31958762886597936
lsa,3,333,0.29896907216494845
lsa,3,333,0.29381443298969073
lsa,3,333,0.31443298969072164
lsa,3,333,0.29381443298969073
lsa,3,333,0.28865979381443296
lsa,3,333,0.34536082474226804
lsa,3,333,0.29896907216494845
lsa,3,333,0.29381443298969073
lsa,3,333,0.30927835051546393
lsa,3,333,0.28865979381443296
lsa,3,333,0.30412371134020616
lsa,4,250,0.31443298969072164
lsa,4,250,0.3247422680412371
lsa,4,250,0.29896907216494845
lsa,4,250,0.32989690721649484
lsa,4,250,0.31443298969072164
lsa,4,250,0.28350515463917525
lsa,4,250,0.31958762886597936
lsa,4,250,0.3247422680412371
lsa,4,250,0.29381443298969073
lsa,4,250,0.3402061855670103
lsa,4,250,0.31958762886597936
lsa,4,250,0.31958762886597936
lsa,4,250,0.29381443298969073
lsa,4,250,0.31958762886597936
lsa,4,250,0.34536082474226804
lsa,4,250,0.27835051546391754
lsa,4,250,0.29896907216494845
lsa,4,250,0.3247422680412371
lsa,4,250,0.30927835051546393
lsa,4,250,0.27835051546391754
lsa,4,250,0.3247422680412371
lsa,4,250,0.29896907216494845
lsa,4,250,0.29381443298969073
lsa,4,250,0.30927835051546393
lsa,4,250,0.3556701030927835
lsa,4,250,0.31958762886597936
lsa,4,250,0.31443298969072164
lsa,4,250,0.30412371134020616
lsa,4,250,0.30412371134020616
lsa,4,250,0.3247422680412371
lsa,5,200,0.3247422680412371
lsa,5,200,0.34536082474226804
lsa,5,200,0.31443298969072164
lsa,5,200,0.31958762886597936
lsa,5,200,0.29381443298969073
lsa,5,200,0.30927835051546393
lsa,5,200,0.32989690721649484
lsa,5,200,0.3247422680412371
lsa,5,200,0.34536082474226804
lsa,5,200,0.31958762886597936
lsa,5,200,0.3402061855670103
lsa,5,200,0.3247422680412371
lsa,5,200,0.31958762886597936
lsa,5,200,0.3247422680412371
lsa,5,200,0.29896907216494845
lsa,5,200,0.29381443298969073
lsa,5,200,0.3247422680412371
lsa,5,200,0.30927835051546393
lsa,5,200,0.33505154639175255
lsa,5,200,0.31443298969072164
lsa,5,200,0.31443298969072164
lsa,5,200,0.35051546391752575
lsa,5,200,0.29381443298969073
lsa,5,200,0.31958762886597936
lsa,5,200,0.34536082474226804
lsa,5,200,0.31443298969072164
lsa,5,200,0.30412371134020616
lsa,5,200,0.30927835051546393
lsa,5,200,0.3247422680412371
lsa,5,200,0.32989690721649484
lsa,6,166,0.33505154639175255
lsa,6,166,0.33505154639175255
lsa,6,166,0.3402061855670103
lsa,6,166,0.31958762886597936
lsa,6,166,0.33505154639175255
lsa,6,166,0.30927835051546393
lsa,6,166,0.29381443298969073
lsa,6,166,0.29381443298969073
lsa,6,166,0.3247422680412371
lsa,6,166,0.33505154639175255
