No.,Fitness,No. Wrong Cases,No. Wrong Classes,Jaccard,Runtime
0,36.0,37.0,38.0,14.303901
1,36.0,36.0,37.0,14.311339999999998
2,36.0,37.0,36.0,14.318840999999999
3,37.0,37.0,37.0,14.326674
4,38.0,38.0,38.0,14.334412999999998
5,35.0,36.0,37.0,14.342407999999999
6,36.0,36.0,37.0,14.350721
7,35.0,37.0,38.0,14.359200999999999
8,38.0,38.0,38.0,14.367322999999999
9,36.0,36.0,37.0,14.374949
10,36.0,36.0,37.0,14.382466
11,36.0,36.0,36.0,14.390065
12,37.0,37.0,37.0,14.397604999999999
13,36.0,36.0,36.0,14.405276999999998
14,35.0,37.0,37.0,14.412741999999998
15,37.0,38.0,37.0,14.420261999999997
16,35.0,36.0,36.0,14.427630999999998
17,36.0,36.0,36.0,14.435123999999998
18,37.0,37.0,37.0,14.442440999999999
19,35.0,36.0,37.0,14.449815999999998
20,38.0,38.0,38.0,14.457128999999998
21,34.0,35.0,37.0,14.464437
22,36.0,36.0,37.0,14.471812
23,36.0,37.0,36.0,14.479088999999998
24,35.0,37.0,36.0,14.486383
25,37.0,37.0,37.0,14.493686999999998
26,35.0,36.0,36.0,14.501037
27,36.0,37.0,36.0,14.508719
28,35.0,35.0,37.0,14.515968999999998
29,38.0,38.0,38.0,14.523315999999998
30,35.0,37.0,35.0,14.530667999999999
31,35.0,37.0,36.0,14.538107999999998
32,37.0,38.0,37.0,14.545494999999999
33,38.0,38.0,38.0,14.552878
34,35.0,37.0,37.0,14.560172999999999
35,36.0,38.0,36.0,14.567474999999998
36,37.0,37.0,38.0,14.574895999999999
37,36.0,36.0,38.0,14.582352
38,35.0,38.0,36.0,14.589879
39,35.0,35.0,37.0,14.597296
40,35.0,37.0,36.0,14.604800000000001
41,37.0,37.0,38.0,14.612338999999999
42,36.0,38.0,36.0,14.61975
43,37.0,37.0,37.0,14.627019
44,36.0,36.0,37.0,14.634377999999998
45,35.0,36.0,37.0,14.641804
46,38.0,38.0,38.0,14.649094999999999
47,37.0,37.0,37.0,14.656405
48,37.0,37.0,38.0,14.663778999999998
49,36.0,37.0,37.0,14.671178999999999
50,37.0,37.0,37.0,14.678474999999999
51,35.0,36.0,38.0,14.68581
52,36.0,36.0,38.0,14.693261
53,35.0,37.0,36.0,14.700564
54,36.0,36.0,36.0,14.707922999999997
55,35.0,37.0,36.0,14.715405
56,36.0,38.0,37.0,14.722741
57,36.0,37.0,37.0,14.730062
58,36.0,36.0,38.0,14.737368
59,35.0,37.0,36.0,14.744827
60,35.0,36.0,37.0,14.752119999999998
61,36.0,37.0,37.0,14.759432
62,38.0,38.0,38.0,14.766784999999999
63,36.0,37.0,36.0,14.774148999999998
64,36.0,36.0,36.0,14.781476999999999
65,36.0,37.0,36.0,14.788796999999999
66,36.0,36.0,36.0,14.796201
67,35.0,38.0,35.0,14.803529999999999
68,37.0,37.0,38.0,14.810862999999998
69,36.0,36.0,36.0,14.818279999999998
70,35.0,37.0,35.0,14.825703
71,35.0,37.0,35.0,14.833130999999998
72,37.0,37.0,37.0,14.840481
73,36.0,36.0,36.0,14.847815
74,37.0,37.0,37.0,14.855162999999997
75,36.0,37.0,37.0,14.862532999999999
76,37.0,37.0,37.0,14.869754
77,36.0,38.0,37.0,14.877195999999998
78,35.0,36.0,36.0,14.884688999999998
79,36.0,36.0,38.0,14.892125
80,36.0,36.0,36.0,14.899449999999998
81,36.0,37.0,38.0,14.906894999999999
82,36.0,37.0,37.0,14.914325999999999
83,36.0,36.0,36.0,14.921873999999999
84,37.0,37.0,38.0,14.929261
85,35.0,36.0,35.0,14.936667
86,36.0,36.0,36.0,14.944084999999998
87,36.0,36.0,36.0,14.951328
